10400044	3	120	\N	33	When main weapon (MC Only): 10% Bonus Fire DMG effect on one-foe attacks against Petrified foes.
10400045	1	1	\N	35	Big boost to Fire allies' ATK
10400046	1	1	\N	3	Big boost to water allies' ATK
10400046	1	120	\N	36	Massive boost to water allies' ATK
10400046	2	150	\N	37	Small boost to water allies' multiattack rate
10400047	1	1	\N	5	Big boost to earth allies' ATK
10400047	2	1	\N	23	Big boost to dark allies' max HP
10400048	1	1	\N	38	HP boosted based on skill lvl.
10400048	2	1	\N	39	Boost to DEF for earth allies for first 8 turns of battle
10400049	1	1	\N	40	All dark allies gain shield at start of battle
10400050	1	1	\N	41	Medium boost to earth allies' ATK
10400050	2	1	\N	42	Small boost to earth allies' max HP
10400051	1	1	\N	29	Boost to Overdrive Surge , Overdrive Surge II , and Overdrive Surge III .
10400051	2	1	\N	30	Chance of Substitute effect.
10400052	1	1	\N	29	Boost to Overdrive Surge , Overdrive Surge II , and Overdrive Surge III .
10400052	2	1	\N	30	Chance of Substitute effect.
10400053	1	1	\N	29	Boost to Overdrive Surge , Overdrive Surge II , and Overdrive Surge III .
10400053	2	1	\N	30	Chance of Substitute effect.
10400054	1	1	\N	29	Boost to Overdrive Surge , Overdrive Surge II , and Overdrive Surge III .
10400054	2	1	\N	30	Chance of Substitute effect.
10400055	1	1	\N	29	Boost to Overdrive Surge , Overdrive Surge II , and Overdrive Surge III .
10400055	2	1	\N	30	Chance of Substitute effect.
10400056	1	1	\N	29	Boost to Overdrive Surge , Overdrive Surge II , and Overdrive Surge III .
10400056	2	1	\N	30	Chance of Substitute effect.
10400057	1	1	\N	29	Boost to Overdrive Surge , Overdrive Surge II , and Overdrive Surge III .
10400057	2	1	\N	30	Chance of Substitute effect.
10400058	1	1	\N	43	Big boost to dark allies' ATK based on how low HP is
10400058	2	1	\N	44	Small boost to double attack rate for dark allies
10400058	2	120	\N	45	Small boost to dark allies' double attack rate and critical hit rate
10400059	1	1	\N	46	Big boost to dark allies' ATK
10400060	1	1	\N	47	Big boost to water allies' ATK
10400061	1	1	\N	48	Medium boost to light allies' ATK
10400061	1	120	\N	49	Medium boost to light allies' ATK and double attack rate
10400061	2	1	\N	50	Medium boost to light allies' max HP
10400062	1	1	\N	51	Boost to energy cap (Effect is halved when sub-equipped).
10400062	2	1	\N	52	Reduce Wind damage taken when Awakening Blade is active (Effect is halved when sub-equipped).
10400063	1	1	\N	51	Boost to energy cap (Effect is halved when sub-equipped).
10400063	2	1	\N	52	Reduce Wind damage taken when Awakening Blade is active (Effect is halved when sub-equipped).
10400064	1	1	\N	51	Boost to energy cap (Effect is halved when sub-equipped).
10400064	2	1	\N	52	Reduce Wind damage taken when Awakening Blade is active (Effect is halved when sub-equipped).
10400065	1	1	\N	51	Boost to energy cap (Effect is halved when sub-equipped).
10400065	2	1	\N	52	Reduce Fire damage taken when Awakening Blade is active (Effect is halved when sub-equipped).
10400066	1	1	\N	51	Boost to energy cap (Effect is halved when sub-equipped).
10400066	2	1	\N	52	Reduce Water damage taken when Awakening Blade is active (Effect is halved when sub-equipped).
10400067	1	1	\N	51	Boost to energy cap (Effect is halved when sub-equipped).
10400067	2	1	\N	52	Reduce Earth damage taken when Awakening Blade is active (Effect is halved when sub-equipped).
10400068	1	1	\N	51	Boost to energy cap (Effect is halved when sub-equipped).
10400068	2	1	\N	52	Reduce Dark damage taken when Awakening Blade is active (Effect is halved when sub-equipped).
10400069	1	1	\N	51	Boost to energy cap (Effect is halved when sub-equipped).
10400069	2	1	\N	52	Reduce Light damage taken when Awakening Blade is active (Effect is halved when sub-equipped).
10400070	1	1	\N	58	Medium boost to fire allies' ATK and critical hit rate
10400070	2	1	\N	59	Small boost to fire allies' ATK based on how low HP is
10400071	1	1	\N	60	Medium boost to fire allies' ATK and critical hit rate
10400071	2	1	\N	25	Small boost to fire allies' ATK based on how low HP is
10400072	1	1	\N	61	Small boost to light allies' ATK and max HP
10400072	2	120	\N	62	Small boost to light allies' ATK
10400073	1	1	\N	63	Medium boost to wind allies' ATK
10400073	2	1	\N	64	Small boost to wind allies' critical hit rate
10400074	1	1	\N	65	Boost to Humans' and Draphs' ATK and HP. (Also affects Primal and Other allies.)
10400074	2	200	\N	1094	Boost to all allies' ATK and max HP based on number of Humans and Draphs in party.
10400074	3	200	\N	1094	Boost to all allies' ATK and max HP based on number of Humans and Draphs in party. (Also counts Primal and Other allies.)
10400075	1	60	\N	66	Big boost to Fire allies' DEF based on how low HP is
10400075	2	100	\N	21	'When main weapon (MC only):' Based on how high HP is: Boost to C.A. damage / Supplement C.A. damage.
10400075	2	150	\N	22	'When main weapon (MC only):' Based on how high HP is: Boost to C.A. damage / Supplement C.A. damage / 30% boost to C.A. damage cap.
10400075	3	200	\N	737	Medium boost to Fire allies' ATK based on how high HP is
10400076	1	60	\N	67	Big boost to Water allies' DEF based on how low HP is
10400076	2	100	\N	21	'When main weapon (MC only):' Based on how high HP is: Boost to C.A. damage / Supplement C.A. damage.
10400076	2	150	\N	22	'When main weapon (MC only):' Based on how high HP is: Boost to C.A. damage / Supplement C.A. damage / 30% boost to C.A. damage cap.
10400076	3	200	\N	880	Medium boost to Water allies' ATK based on how high HP is
10400077	1	60	\N	68	Big boost to Earth allies' DEF based on how low HP is
10400077	2	100	\N	21	'When main weapon (MC only):' Based on how high HP is: Boost to C.A. damage / Supplement C.A. damage.
10400077	2	150	\N	22	'When main weapon (MC only):' Based on how high HP is: Boost to C.A. damage / Supplement C.A. damage / 30% boost to C.A. damage cap.
10400077	3	200	\N	759	Medium boost to Earth allies' ATK based on how high HP is
10400078	1	60	\N	69	Big boost to Wind allies' DEF based on how low HP is
10400078	2	100	\N	21	'When main weapon (MC only):' Based on how high HP is: Boost to C.A. damage / Supplement C.A. damage.
10400078	2	150	\N	22	'When main weapon (MC only):' Based on how high HP is: Boost to C.A. damage / Supplement C.A. damage / 30% boost to C.A. damage cap.
10400078	3	200	\N	881	Medium boost to Wind allies' ATK based on how high HP is
10400079	1	60	\N	70	Big boost to Dark allies' DEF based on how low HP is
10400079	2	100	\N	21	'When main weapon (MC only):' Based on how high HP is: Boost to C.A. damage / Supplement C.A. damage.
10400079	2	150	\N	22	'When main weapon (MC only):' Based on how high HP is: Boost to C.A. damage / Supplement C.A. damage / 30% boost to C.A. damage cap.
10400079	3	200	\N	112	Medium boost to Dark allies' ATK based on how high HP is
10400085	1	1	\N	0	Big boost to fire allies' ATK
10400086	1	1	\N	26	Big boost to dark allies' ATK
10400086	2	1	\N	7	Big boost to light allies' ATK
10400086	3	120	\N	77	4% boost to Dark allies' skill damage cap. 
10400087	1	1	\N	78	Big boost to dark allies' ATK
10400087	1	120	\N	79	Massive boost to dark allies' ATK
10400087	2	150	\N	80	Small boost to dark allies' ATK and critical hit rate
10400088	1	1	\N	81	Fire allies gain ATK Up (Stackable) upon taking damage.
10400089	1	1	\N	82	Big boost to triple attack rate and 15% hit to ATK for a Wind ally in first position.
10400089	2	120	\N	13	Big boost to wind allies' ATK
10400090	1	1	\N	0	Big boost to fire allies' ATK
10400090	2	1	\N	83	Boost to fire allies' ATK for first 8 turns of battle
10400092	1	1	\N	0	Big boost to fire allies' ATK
10400092	2	1	\N	84	Medium boost to fire allies' max HP
10400093	1	1	\N	2	Big boost to water allies' ATK
10400093	2	1	\N	85	Small boost to water allies' critical hit rate
10400093	2	120	\N	4	Medium boost to water allies' critical hit rate
10400093	3	120	\N	1026	Supplement water allies' critical hit DMG
10400094	1	1	\N	86	Big boost to wind allies' critical hit rate
10400094	2	1	\N	87	Medium boost to wind allies' ATK / 10% hit to double attack rate
10400095	1	1	\N	88	When main weapon, slight chance to heal based on one-foe attack damage inflicted
10400095	2	100	\N	89	Big boost to Dark allies' ATK
10400096	1	1	\N	90	Amplify Fire allies' damage against Wind foes by 20%.
10400096	2	1	\N	91	Small boost to fire allies' ATK and max HP
10400097	1	1	\N	92	Big boost to Water allies' ATK
10400097	2	1	\N	93	Lessen Fire DMG for all allies
10400098	1	1	\N	94	This masterless weapon slumbers through eternal night.
10400099	1	1	\N	95	A soul from eons past lingers within.
10400100	1	1	\N	96	Big boost to dark allies' ATK
10400100	2	1	\N	97	Lessen Light damage.
10400110	1	1	\N	7	Big boost to light allies' ATK
10400110	2	1	\N	98	Boost to DEF for light allies for first 8 turns of battle.
10400111	1	1	\N	26	Big boost to dark allies' ATK
10400111	2	1	\N	99	5% Boost to EXP earnings.
10400112	1	1	\N	3	Big boost to water allies' ATK
10400112	2	1	\N	100	Boost to chain burst DMG and chain burst DMG cap
10400113	1	1	1	101	Big boost to sabre-specialty allies' ATK and max HP
10400114	1	1	1	101	Big boost to sabre-specialty allies' ATK and max HP
10400115	1	1	1	101	Big boost to sabre-specialty allies' ATK and max HP
10400116	1	1	1	101	Big boost to sabre-specialty allies' ATK and max HP
10400117	1	1	1	101	Big boost to sabre-specialty allies' ATK and max HP
10400118	1	1	1	101	Big boost to sabre-specialty allies' ATK and max HP
10400119	1	1	1	101	Big boost to sabre-specialty allies' ATK and max HP
10400119	2	1	11	102	A gate to the summits of power locked within ultima weapons. These gates can only be opened with gauph keys.
10400119	3	200	50	1095	A gate to the summits of power locked within Ultima weapons. These gates can only be opened with gauph keys.
10400120	1	1	1	101	Big boost to sabre-specialty allies' ATK and max HP
10400120	2	1	11	102	A gate to the summits of power locked within ultima weapons. These gates can only be opened with gauph keys.
10400120	3	200	50	1095	A gate to the summits of power locked within Ultima weapons. These gates can only be opened with gauph keys.
10400121	1	1	1	101	Big boost to sabre-specialty allies' ATK and max HP
10400121	2	1	11	102	A gate to the summits of power locked within ultima weapons. These gates can only be opened with gauph keys.
10400121	3	200	50	1095	A gate to the summits of power locked within Ultima weapons. These gates can only be opened with gauph keys.
10400122	1	1	1	101	Big boost to sabre-specialty allies' ATK and max HP
10400122	2	1	11	102	A gate to the summits of power locked within ultima weapons. These gates can only be opened with gauph keys.
10400122	3	200	50	1095	A gate to the summits of power locked within Ultima weapons. These gates can only be opened with gauph keys.
10400123	1	1	1	101	Big boost to sabre-specialty allies' ATK and max HP
10400123	2	1	11	102	A gate to the summits of power locked within ultima weapons. These gates can only be opened with gauph keys.
10400123	3	200	50	1095	A gate to the summits of power locked within Ultima weapons. These gates can only be opened with gauph keys.
10400124	1	1	1	101	Big boost to sabre-specialty allies' ATK and max HP
10400124	2	1	11	102	A gate to the summits of power locked within ultima weapons. These gates can only be opened with gauph keys.
10400124	3	200	50	1095	A gate to the summits of power locked within Ultima weapons. These gates can only be opened with gauph keys.
10400125	1	1	\N	2	Big boost to water allies' ATK
10400125	2	1	\N	103	Small boost to water allies' C.A. DMG
10400126	1	1	\N	104	When main weapon: MC gains Guts (1 time) . MC gains a 30% chance to gain a Substitute effect.
10400126	2	1	\N	105	This is the essence of greatness. Gain its power by using emblems.
10400127	1	1	\N	104	When main weapon: MC gains Guts (1 time) . MC gains a 30% chance to gain a Substitute effect.
10400127	2	1	\N	105	This is the essence of greatness. Gain its power by using emblems.
10400128	1	1	\N	104	When main weapon: MC gains Guts (1 time) . MC gains a 30% chance to gain a Substitute effect.
10400128	2	1	\N	105	This is the essence of greatness. Gain its power by using emblems.
10400129	1	1	\N	104	When main weapon: MC gains Guts (1 time) . MC gains a 30% chance to gain a Substitute effect.
10400129	2	1	\N	105	This is the essence of greatness. Gain its power by using emblems.
10400130	1	1	\N	104	When main weapon: MC gains Guts (1 time) . MC gains a 30% chance to gain a Substitute effect.
10400130	2	1	\N	105	This is the essence of greatness. Gain its power by using emblems.
10400131	1	1	\N	104	When main weapon: MC gains Guts (1 time) . MC gains a 30% chance to gain a Substitute effect.
10400131	2	1	\N	105	This is the essence of greatness. Gain its power by using emblems.
10400132	1	1	\N	106	When main weapon: 10% boost to all allies' skill hit rate. MC gains immunity to skill sealing debuffs
10400132	2	1	\N	107	This is the essence of greatness. Gain its power by using emblems.
10400133	1	1	\N	106	When main weapon: 10% boost to all allies' skill hit rate. MC gains immunity to skill sealing debuffs
10400133	2	1	\N	107	This is the essence of greatness. Gain its power by using emblems.
10400134	1	1	\N	106	When main weapon: 10% boost to all allies' skill hit rate. MC gains immunity to skill sealing debuffs
10400134	2	1	\N	107	This is the essence of greatness. Gain its power by using emblems.
10400135	1	1	\N	106	When main weapon: 10% boost to all allies' skill hit rate. MC gains immunity to skill sealing debuffs
10400135	2	1	\N	107	This is the essence of greatness. Gain its power by using emblems.
10400136	1	1	\N	106	When main weapon: 10% boost to all allies' skill hit rate. MC gains immunity to skill sealing debuffs
10400136	2	1	\N	107	This is the essence of greatness. Gain its power by using emblems.
10400137	1	1	\N	106	When main weapon: 10% boost to all allies' skill hit rate. MC gains immunity to skill sealing debuffs
10400137	2	1	\N	107	This is the essence of greatness. Gain its power by using emblems.
10400140	1	1	\N	13	Big boost to wind allies' ATK
10400140	2	1	\N	15	Medium boost to double attack rate for wind allies
10400141	1	1	\N	108	When main weapon: 10% boost to Earth allies' charge attack damage.
10400141	2	100	\N	109	Big boost to Earth allies' ATK
10400142	1	1	\N	110	Big boost to Wind allies' ATK
10400142	2	1	\N	111	When main weapon (MC only): 30% Hit to DEF. 30% boost to DA rate and 20% boost to TA rate.
10400143	1	1	\N	78	Big boost to dark allies' ATK
10400143	1	120	\N	79	Massive boost to dark allies' ATK
10400143	2	150	\N	112	Medium boost to dark allies' ATK based on how high HP is
10400144	1	1	\N	113	When main weapon (MC only): Boost to energy cap . Gain 30% Bonus Fire Damage effect when MC has energy.
10400144	2	1	\N	114	This is the essence of greatness. Gain its power by using emblems.
10400145	1	1	\N	113	When main weapon (MC only): Boost to energy cap . Gain 30% Bonus Water Damage effect when MC has energy.
10400145	2	1	\N	114	This is the essence of greatness. Gain its power by using emblems.
10400146	1	1	\N	113	When main weapon (MC only): Boost to energy cap . Gain 30% Bonus Earth Damage effect when MC has energy.
10400146	2	1	\N	114	This is the essence of greatness. Gain its power by using emblems.
10400147	1	1	\N	113	When main weapon (MC only): Boost to energy cap . Gain 30% Bonus Wind Damage effect when MC has energy.
10400147	2	1	\N	114	This is the essence of greatness. Gain its power by using emblems.
10400148	1	1	\N	113	When main weapon (MC only): Boost to energy cap . Gain 30% Bonus Light Damage effect when MC has energy.
10400148	2	1	\N	114	This is the essence of greatness. Gain its power by using emblems.
10400149	1	1	\N	113	When main weapon (MC only): Boost to energy cap . Gain 30% Bonus Dark Damage effect when MC has energy.
10400149	2	1	\N	114	This is the essence of greatness. Gain its power by using emblems.
10400150	1	1	\N	1352	Medium boost to fire allies' ATK / Medium boost to double attack rate for fire allies
10400150	2	1	\N	1353	Small boost to fire allies' max HP
10400151	1	1	\N	117	Big boost to light allies' ATK
10400151	2	100	\N	118	When main weapon (MC only): Boost to double attack rate when light ATK is boosted
10400152	1	1	\N	1354	Big boost to wind allies' ATK
10400152	2	1	\N	120	Massive boost to wind allies' critical hit rate in Arcarum
10400153	1	1	\N	121	Massive boost to Light allies' ATK.
10400154	1	1	\N	121	Massive boost to Light allies' ATK.
10400154	1	200	\N	1016	Massive boost to Light allies' ATK. Small boost to max HP.
10400154	2	120	\N	122	'When main weapon:' Big boost to all allies' ATK based on how high MC's HP is.
10400155	1	1	\N	123	Big boost to Fire allies' ATK.
10400155	2	100	\N	124	When main weapon (MC only): Gain 10% ATK Up (Stackable / Max: 30%) upon charge attack.
10400156	1	1	\N	26	Big boost to dark allies' ATK
10400156	2	1	\N	125	Small boost to dark allies' max HP
10400157	1	1	\N	126	Massive boost to Earth allies' ATK.
10400158	1	1	\N	126	Massive boost to Earth allies' ATK.
10400158	1	200	\N	946	Massive boost to Earth allies' ATK. Small boost to max HP.
10400158	2	120	\N	127	'When main weapon (MC only):' Gain Adjudicator's Revelation (Stackable) upon taking damage.
10400159	1	1	\N	128	Big boost to wind allies' ATK
10400159	2	100	\N	129	When main weapon (MC only): Boost to multiattack rate and DEF when there is only 1 foe remaining.
10400160	1	1	\N	2	Big boost to water allies' ATK
10400160	2	1	\N	103	Small boost to water allies' C.A. DMG
10400160	3	120	\N	458	Boost to water allies' C.A. DMG cap
10400161	1	1	\N	130	Big boost to fire allies' ATK
10400161	2	120	\N	131	Boost to Fire allies' skill damage cap.
10400162	1	1	\N	132	Big boost to Water allies' ATK
10400162	2	1	\N	133	When main weapon (MC only): Charge Bar +5% at end of turn
10400163	1	1	\N	134	20% boost to sabre- and dagger-specialty allies' ATK. 10% boost to sabre- and dagger-specialty allies' debuff success rate.
10400163	2	120	\N	135	Supplemental damage to sabre- and dagger-specialty allies' attacks based on number of foe's debuffs (Damage cap: 30,000).
10400164	1	1	\N	5	Big boost to earth allies' ATK
10400164	2	1	\N	136	When main weapon (MC only): Slight chance of a carrot assault to all foes at end of turn. Ouch! (Earth damage)
10400165	1	1	\N	137	Big boost to wind allies' ATK
10400165	2	120	\N	100	Boost to chain burst DMG and chain burst DMG cap
10400166	1	1	\N	7	Big boost to light allies' ATK
10400166	2	120	\N	138	Boost to Light allies' skill damage cap.
10400170	1	1	\N	139	Big boost to Light allies' ATK and max HP
10400170	1	220	\N	1302	Big boost to Light allies' ATK and max HP
10400170	2	120	12	140	A symbol of apocalyptic corruption. Empowered by a chosen pendulum.
10400170	3	200	35	141	A symbol of evolution's holy outcome. Empowered by a chosen pendulum or chain.
10400171	1	1	\N	142	Big boost to Light allies' ATK and max HP
10400171	1	220	\N	1303	Big boost to Light allies' ATK and max HP
10400171	2	120	12	140	A symbol of apocalyptic corruption. Empowered by a chosen pendulum.
10400171	3	200	25	141	A symbol of evolution's holy outcome. Empowered by a chosen pendulum or chain.
10400172	1	1	\N	143	Amplify Fire allies' damage against Wind foes by 23%.
10400172	2	1	\N	91	Small boost to fire allies' ATK and max HP
10400173	1	1	\N	144	When main weapon (MC only): Increase Decimate 's hit number by 2.
10400173	2	1	\N	145	When main weapon (MC only): 20% boost to skill damage and 10% boost to skill damage cap.
10400174	1	1	\N	144	When main weapon (MC only): Increase Decimate 's hit number by 2.
10400174	2	1	\N	145	When main weapon (MC only): 20% boost to skill damage and 10% boost to skill damage cap.
10400175	1	1	\N	144	When main weapon (MC only): Increase Decimate 's hit number by 2.
10400175	2	1	\N	145	When main weapon (MC only): 20% boost to skill damage and 10% boost to skill damage cap.
10400176	1	1	\N	144	When main weapon (MC only): Increase Decimate 's hit number by 2.
10400176	2	1	\N	145	When main weapon (MC only): 20% boost to skill damage and 10% boost to skill damage cap.
10400177	1	1	\N	144	When main weapon (MC only): Increase Decimate 's hit number by 2.
10400177	2	1	\N	145	When main weapon (MC only): 20% boost to skill damage and 10% boost to skill damage cap.
10400178	1	1	\N	144	When main weapon (MC only): Increase Decimate 's hit number by 2.
10400178	2	1	\N	145	When main weapon (MC only): 20% boost to skill damage and 10% boost to skill damage cap.
10400179	1	1	\N	144	When main weapon (MC only): Increase Decimate 's hit number by 2.
10400179	2	1	\N	145	When main weapon (MC only): 20% boost to skill damage and 10% boost to skill damage cap.
10400180	1	1	\N	144	When main weapon (MC only): Increase Decimate 's hit number by 2.
10400180	2	1	\N	145	When main weapon (MC only): 20% boost to skill damage and 10% boost to skill damage cap.
10400181	1	1	\N	146	When main weapon (MC only): Blade Swap II effect increased to 30% C.A. DMG Up (1 time) and 15% C.A. DMG Cap Up (1 time) .
10400181	2	1	\N	147	This is the essence of greatness. Gain its power by using emblems.
10400182	1	1	\N	146	When main weapon (MC only): Blade Swap II effect increased to 30% C.A. DMG Up (1 time) and 15% C.A. DMG Cap Up (1 time) .
10400182	2	1	\N	147	This is the essence of greatness. Gain its power by using emblems.
10400183	1	1	\N	146	When main weapon (MC only): Blade Swap II effect increased to 30% C.A. DMG Up (1 time) and 15% C.A. DMG Cap Up (1 time) .
10400183	2	1	\N	147	This is the essence of greatness. Gain its power by using emblems.
10400184	1	1	\N	146	When main weapon (MC only): Blade Swap II effect increased to 30% C.A. DMG Up (1 time) and 15% C.A. DMG Cap Up (1 time) .
10400184	2	1	\N	147	This is the essence of greatness. Gain its power by using emblems.
10400185	1	1	\N	146	When main weapon (MC only): Blade Swap II effect increased to 30% C.A. DMG Up (1 time) and 15% C.A. DMG Cap Up (1 time) .
10400185	2	1	\N	147	This is the essence of greatness. Gain its power by using emblems.
10400186	1	1	\N	146	When main weapon (MC only): Blade Swap II effect increased to 30% C.A. DMG Up (1 time) and 15% C.A. DMG Cap Up (1 time) .
10400186	2	1	\N	147	This is the essence of greatness. Gain its power by using emblems.
10400187	1	1	\N	148	Medium boost to water allies' ATK / 10% hit to double attack rate
10400187	2	1	\N	149	Big boost to water allies' CA DMG
10400189	1	1	\N	150	Medium boost to fire allies' ATK based on how low HP is
10400189	2	1	\N	151	Boost to ATK based on how many Epic weapons are equipped
10400189	2	120	\N	151	4% boost to ATK (Max: 80%) to all allies per Epic weapon equipped.
10400190	1	1	\N	769	Big boost to wind allies' ATK
10400190	2	100	\N	770	When main weapon (MC only): Inflict 5% DEF Down (Stackable / Max: 25%) on a foe upon triple attacks.
10400192	1	1	\N	794	Big boost to wind allies' ATK
10400192	2	100	\N	795	When main weapon (MC only): Medium boost to multiattack rate
10400193	1	1	\N	801	Big boost to wind allies' ATK
10400193	2	1	\N	802	When main weapon (MC only): Guts effect to MC and Gachapin at battle start.
10400194	1	1	\N	13	Big boost to wind allies' ATK
10400194	2	120	\N	803	Small boost to sabre-specialty allies' ATK and triple attack rate
10400195	1	1	\N	71	30% boost to ATK and HP of equipped swords.
10400195	1	120	\N	815	50% boost to ATK and HP of equipped swords.
10400195	2	150	\N	804	Boost to DMG Cap based on how many sabres are equipped.
10400196	1	1	\N	819	Big boost to earth allies' ATK
10400196	2	100	\N	820	When main weapon (MC only): Supplemental DMG effect upon taking DMG (Stackable / Max: 3 times)
10400197	1	1	\N	847	Unworldly boost to Water allies' ATK.
10400197	2	120	\N	848	When main weapon: 10% boost to Water allies' one-foe attack damage cap against foes with 5 or more debuffs.
10400197	2	200	\N	932	10% boost to Water allies' one-foe attack damage cap against foes with 5 or more debuffs.
10400198	1	1	\N	2	Big boost to water allies' ATK
10400198	2	1	\N	872	Water allies gain ATK Up (Stackable) upon taking damage.
10400201	1	1	\N	7	Big boost to light allies' ATK
10400201	2	1	\N	929	Medium boost to light allies' healing cap
10400201	3	120	\N	327	Small boost to light allies' max HP
10400203	1	1	\N	949	Massive boost to Dark allies' ATK based on how high HP is.
10400203	2	150	\N	950	Supplement Dark allies' C.A. DMG based on how high HP is.
10400204	1	1	\N	369	Medium boost to light allies' ATK and critical hit rate
10400204	2	1	\N	521	Boost to light allies' C.A. DMG cap
10400204	3	120	\N	1071	'When main weapon (MC only):' 'At end of turn when Aurora Crest is at 5:' Light damage to all foes (Damage cap: ~630,000). All allies gain Charge Bar +10% .
10400205	1	1	\N	1355	Big boost to water allies' ATK
10400205	2	120	\N	966	Medium boost to water allies' water ATK based on number of turns passed
10400205	2	200	\N	1458	Big boost to water allies' water ATK based on number of turns passed
10400206	1	1	\N	972	Big boost to earth allies' multiattack rate
10400206	2	1	\N	199	Small boost to earth allies' ATK based on how low HP is
10400207	1	1	\N	973	Big boost to fire allies' ATK
10400207	2	100	\N	974	When main weapon (MC only): Gain Guaranteed DA upon single attacks.
10400208	1	1	\N	998	When main weapon: Massive boost to Water allies' ATK . Water allies restore 10% HP upon casting buff-removing skills (Healing cap: 3000).
10400208	1	150	\N	998	Massive boost to Water allies' ATK . Water allies restore 10% HP upon casting buff-removing skills (Healing cap: 3000).
10400208	2	1	\N	999	20% boost to Water allies' DMG Cap in Arcarum.
10400208	2	200	\N	999	20% boost to Water allies' DMG Cap in Arcarum. 5% boost to Water allies' DMG Cap.
10400208	3	120	\N	417	Small boost to Water allies' ATK and max HP
10400209	1	1	\N	1017	Big boost to earth allies' skill DMG cap / Big supplemental boost to skill DMG
10400209	2	150	\N	498	Small boost to earth allies' ATK / Small boost to triple attack rate
10400210	1	1	\N	5	Big boost to earth allies' ATK
10400210	2	1	\N	606	Small boost to earth allies' C.A. DMG
10400210	3	120	\N	200	Boost to earth allies' C.A. DMG cap
10400211	1	1	\N	1035	'When main weapon:' Tactical Shield now always grants Shield (4500) .
